0, 0, False
4372, Nothing, (0.00, 3.06, 0.00)
4381, Nothing, (0.00, 3.06, 0.00)
4400, Nothing, (0.00, 3.06, 0.00)
4424, Nothing, (0.00, 3.06, 0.00)
4443, Nothing, (0.00, 3.06, 0.00)
4464, Nothing, (0.00, 3.06, 0.00)
4487, Nothing, (0.00, 3.06, 0.00)
4503, Nothing, (0.00, 3.06, 0.00)
4522, Nothing, (0.00, 3.06, 0.00)
4539, Nothing, (0.00, 3.06, 0.00)
4562, Nothing, (0.00, 3.06, 0.00)
4579, Nothing, (0.00, 3.06, 0.00)
4603, Nothing, (0.00, 3.06, 0.00)
4622, Nothing, (0.00, 3.06, 0.00)
4639, Nothing, (0.00, 3.06, 0.00)
4660, Nothing, (0.00, 3.06, 0.00)
4685, Nothing, (0.00, 3.06, 0.00)
4702, Nothing, (0.00, 3.06, 0.00)
4720, Nothing, (0.00, 3.06, 0.00)
4739, Nothing, (0.00, 3.06, 0.00)
4763, Nothing, (0.00, 3.06, 0.00)
4783, Nothing, (0.00, 3.06, 0.00)
4802, Nothing, (0.00, 3.06, 0.00)
4819, Nothing, (0.00, 3.06, 0.00)
4842, Nothing, (0.00, 3.06, 0.00)
4858, Nothing, (0.00, 3.06, 0.00)
4882, Nothing, (0.00, 3.06, 0.00)
4900, Nothing, (0.00, 3.06, 0.00)
4923, Nothing, (0.00, 3.06, 0.00)
4940, Nothing, (0.00, 3.06, 0.00)
4963, Nothing, (0.00, 3.06, 0.00)
4981, Nothing, (0.00, 3.06, 0.00)
5001, Nothing, (0.00, 3.06, 0.00)
5019, Nothing, (0.00, 3.06, 0.00)
5039, Nothing, (0.00, 3.06, 0.00)
5061, Nothing, (0.00, 3.06, 0.00)
5086, Nothing, (0.00, 3.06, 0.00)
5104, Nothing, (0.00, 3.06, 0.00)
5119, Nothing, (0.00, 3.06, 0.00)
5141, Nothing, (0.00, 3.06, 0.00)
5162, Nothing, (0.00, 3.06, 0.00)
5182, Nothing, (0.00, 3.06, 0.00)
5203, Nothing, (0.00, 3.06, 0.00)
5224, Nothing, (0.00, 3.06, 0.00)
5244, Nothing, (0.00, 3.06, 0.00)
5264, Nothing, (0.00, 3.06, 0.00)
5285, Nothing, (0.00, 3.06, 0.00)
5304, Nothing, (0.00, 3.06, 0.00)
5324, Nothing, (0.00, 3.06, 0.00)
5343, Nothing, (0.00, 3.06, 0.00)
5367, Nothing, (0.00, 3.06, 0.00)
5385, Nothing, (0.00, 3.06, 0.00)
5407, Nothing, (0.00, 3.06, 0.00)
5428, Nothing, (0.00, 3.06, 0.00)
5439, Nothing, (0.00, 3.06, 0.00)
5459, Nothing, (0.00, 3.06, 0.00)
5480, Nothing, (0.00, 3.06, 0.00)
5530, Nothing, (0.00, 3.06, 0.00)
5531, Nothing, (0.00, 3.06, 0.00)
5543, Nothing, (0.00, 3.06, 0.00)
5559, Nothing, (0.00, 3.06, 0.00)
5580, Nothing, (0.00, 3.06, 0.00)
5604, Nothing, (0.00, 3.06, 0.00)
5621, Nothing, (0.00, 3.06, 0.00)
5646, Nothing, (0.00, 3.06, 0.00)
5664, Nothing, (0.00, 3.06, 0.00)
5682, Nothing, (0.00, 3.06, 0.00)
5704, Nothing, (0.00, 3.06, 0.00)
5723, Nothing, (0.00, 3.06, 0.00)
5742, Nothing, (0.00, 3.06, 0.00)
5759, Nothing, (0.00, 3.06, 0.00)
5781, Nothing, (0.00, 3.06, 0.00)
5803, Nothing, (0.00, 3.06, 0.00)
5819, Nothing, (0.00, 3.06, 0.00)
5840, Nothing, (0.00, 3.06, 0.00)
5862, Nothing, (0.00, 3.06, 0.00)
5883, Nothing, (0.00, 3.06, 0.00)
5899, Nothing, (0.00, 3.06, 0.00)
5922, Nothing, (0.00, 3.06, 0.00)
5943, Nothing, (0.00, 3.06, 0.00)
5960, Nothing, (0.00, 3.06, 0.00)
5981, Nothing, (0.00, 3.06, 0.00)
6004, Nothing, (0.00, 3.06, 0.00)
6022, Nothing, (0.00, 3.06, 0.00)
6040, Nothing, (0.00, 3.06, 0.00)
6059, Nothing, (0.00, 3.06, 0.00)
6081, Nothing, (0.00, 3.06, 0.00)
6102, Nothing, (0.00, 3.06, 0.00)
6121, Nothing, (0.00, 3.06, 0.00)
