1, 1, False
8502, Nothing, (0.00, 3.06, 0.00)
8522, Nothing, (0.00, 3.06, 0.00)
8543, Nothing, (0.00, 3.06, 0.00)
8559, Nothing, (0.00, 3.06, 0.00)
8582, Nothing, (0.00, 3.06, 0.00)
8603, Nothing, (0.00, 3.06, 0.00)
8623, Nothing, (0.00, 3.06, 0.00)
8644, Nothing, (0.00, 3.06, 0.00)
8663, Nothing, (0.00, 3.06, 0.00)
8680, Nothing, (0.00, 3.06, 0.00)
8701, Nothing, (0.00, 3.06, 0.00)
8722, Nothing, (0.00, 3.06, 0.00)
8739, Nothing, (0.00, 3.06, 0.00)
8762, Nothing, (0.00, 3.06, 0.00)
8779, Nothing, (0.00, 3.06, 0.00)
8800, Nothing, (0.00, 3.06, 0.00)
8821, Nothing, (0.00, 3.06, 0.00)
8839, Nothing, (0.00, 3.06, 0.00)
8863, Nothing, (0.00, 3.06, 0.00)
8879, Nothing, (0.00, 3.06, 0.00)
8901, Nothing, (0.00, 3.06, 0.00)
8923, Nothing, (0.00, 3.06, 0.00)
8944, Nothing, (0.00, 3.06, 0.00)
8962, Nothing, (0.00, 3.06, 0.00)
8979, Nothing, (0.00, 3.06, 0.00)
9002, Nothing, (0.00, 3.06, 0.00)
9024, Nothing, (0.00, 3.06, 0.00)
9041, Nothing, (0.00, 3.06, 0.00)
9060, Nothing, (0.00, 3.06, 0.00)
9082, Nothing, (0.00, 3.06, 0.00)
9099, Nothing, (0.00, 3.06, 0.00)
9121, Nothing, (0.00, 3.06, 0.00)
9143, Nothing, (0.00, 3.06, 0.00)
9160, Nothing, (0.00, 3.06, 0.00)
9192, Nothing, (0.00, 3.06, 0.00)
9199, Nothing, (0.00, 3.06, 0.00)
9220, Nothing, (0.00, 3.06, 0.00)
9243, Nothing, (0.00, 3.06, 0.00)
9259, Nothing, (0.00, 3.06, 0.00)
9281, Nothing, (0.00, 3.06, 0.00)
9302, Nothing, (0.00, 3.06, 0.00)
9319, Nothing, (0.00, 3.06, 0.00)
9342, Nothing, (0.00, 3.06, 0.00)
9359, Nothing, (0.00, 3.06, 0.00)
9383, Nothing, (0.00, 3.06, 0.00)
9400, Nothing, (0.00, 3.06, 0.00)
9422, Nothing, (0.00, 3.06, 0.00)
9439, Nothing, (0.00, 3.06, 0.00)
9463, Nothing, (0.00, 3.06, 0.00)
