0, 0, True
17261, Nothing, (0.00, 3.06, 0.00)
17282, Nothing, (0.00, 3.06, 0.00)
17301, Nothing, (0.00, 3.06, 0.00)
17320, Nothing, (0.00, 3.06, 0.00)
17345, Nothing, (0.00, 3.06, 0.00)
17363, Nothing, (0.00, 3.06, 0.00)
17382, Nothing, (0.00, 3.06, 0.00)
17400, Nothing, (0.00, 3.06, 0.00)
17423, Nothing, (0.00, 3.06, 0.00)
17440, Nothing, (0.00, 3.06, 0.00)
17463, Nothing, (0.00, 3.06, 0.00)
17482, Nothing, (0.00, 3.06, 0.00)
17499, Nothing, (0.00, 3.06, 0.00)
17521, Nothing, (0.00, 3.06, 0.00)
17539, Nothing, (0.00, 3.06, 0.00)
17563, Nothing, (0.00, 3.06, 0.00)
17579, Nothing, (0.00, 3.06, 0.00)
17601, Nothing, (0.00, 3.06, 0.00)
17620, Nothing, (0.00, 3.06, 0.00)
17642, Nothing, (0.00, 3.06, 0.00)
17659, Nothing, (0.00, 3.06, 0.00)
17681, Nothing, (0.00, 3.06, 0.00)
17704, Nothing, (0.00, 3.06, 0.00)
17721, Nothing, (0.00, 3.06, 0.00)
17744, Nothing, (0.00, 3.06, 0.00)
17762, Nothing, (0.00, 3.06, 0.00)
17781, Nothing, (0.00, 3.06, 0.00)
17803, Nothing, (0.00, 3.06, 0.00)
17823, Nothing, (0.00, 3.06, 0.00)
17844, Nothing, (0.00, 3.06, 0.00)
17865, Nothing, (0.00, 3.06, 0.00)
17880, Nothing, (0.00, 3.06, 0.00)
17900, Nothing, (0.00, 3.06, 0.00)
17920, Nothing, (0.00, 3.06, 0.00)
17939, Nothing, (0.00, 3.06, 0.00)
17962, Nothing, (0.00, 3.06, 0.00)
17983, Nothing, (0.00, 3.06, 0.00)
18000, Nothing, (0.00, 3.06, 0.00)
18022, Nothing, (0.00, 3.06, 0.00)
18039, Nothing, (0.00, 3.06, 0.00)
18063, Nothing, (0.00, 3.06, 0.00)
18080, Nothing, (0.00, 3.06, 0.00)
18099, Nothing, (0.00, 3.06, 0.00)
18123, Nothing, (0.00, 3.06, 0.00)
18143, Nothing, (0.00, 3.06, 0.00)
18161, Nothing, (0.00, 3.06, 0.00)
18180, Nothing, (0.00, 3.06, 0.00)
18200, Nothing, (0.00, 3.06, 0.00)
18219, Nothing, (0.00, 3.06, 0.00)
18239, Nothing, (0.00, 3.06, 0.00)
18264, Nothing, (0.00, 3.06, 0.00)
18285, Nothing, (0.00, 3.06, 0.00)
18300, Nothing, (0.00, 3.06, 0.00)
18319, Nothing, (0.00, 3.06, 0.00)
18343, Nothing, (0.00, 3.06, 0.00)
18362, Nothing, (0.00, 3.06, 0.00)
18379, Nothing, (0.00, 3.06, 0.00)
18400, Nothing, (0.00, 3.06, 0.00)
18423, Nothing, (0.00, 3.06, 0.00)
18442, Nothing, (0.00, 3.06, 0.00)
18462, Nothing, (0.00, 3.06, 0.00)
18483, Nothing, (0.00, 3.06, 0.00)
18502, Nothing, (0.00, 3.06, 0.00)
18519, Nothing, (0.00, 3.06, 0.00)
18543, Nothing, (0.00, 3.06, 0.00)
18564, Nothing, (0.00, 3.06, 0.00)
18580, Nothing, (0.00, 3.06, 0.00)
18599, Nothing, (0.00, 3.06, 0.00)
18623, Nothing, (0.00, 3.06, 0.00)
18645, Nothing, (0.00, 3.06, 0.00)
18659, Nothing, (0.00, 3.06, 0.00)
18684, Nothing, (0.00, 3.06, 0.00)
18704, Nothing, (0.00, 3.06, 0.00)
18722, Nothing, (0.00, 3.06, 0.00)
18739, Nothing, (0.00, 3.06, 0.00)
18764, Nothing, (0.00, 3.06, 0.00)
18781, Nothing, (0.00, 3.06, 0.00)
18800, Nothing, (0.00, 3.06, 0.00)
18824, Nothing, (0.00, 3.06, 0.00)
18843, Nothing, (0.00, 3.06, 0.00)
18863, Nothing, (0.00, 3.06, 0.00)
18881, Nothing, (0.00, 3.06, 0.00)
18900, Nothing, (0.00, 3.06, 0.00)
18924, Nothing, (0.00, 3.06, 0.00)
18943, Nothing, (0.00, 3.06, 0.00)
18962, Nothing, (0.00, 3.06, 0.00)
18980, Nothing, (0.00, 3.06, 0.00)
19003, Nothing, (0.00, 3.06, 0.00)
19021, Nothing, (0.00, 3.06, 0.00)
19039, Nothing, (0.00, 3.06, 0.00)
19062, Nothing, (0.00, 3.06, 0.00)
19079, Nothing, (0.00, 3.06, 0.00)
19103, Nothing, (0.00, 3.06, 0.00)
19120, Nothing, (0.00, 3.06, 0.00)
19142, Nothing, (0.00, 3.06, 0.00)
19159, Nothing, (0.00, 3.06, 0.00)
19182, Nothing, (0.00, 3.06, 0.00)
19200, Nothing, (0.00, 3.06, 0.00)
19220, Nothing, (0.00, 3.06, 0.00)
19239, Nothing, (0.00, 3.06, 0.00)
19260, Nothing, (0.00, 3.06, 0.00)
19282, Nothing, (0.00, 3.06, 0.00)
19299, Nothing, (0.00, 3.06, 0.00)
19323, Nothing, (0.00, 3.06, 0.00)
19339, Nothing, (0.00, 3.06, 0.00)
19361, Nothing, (0.00, 3.06, 0.00)
19383, Nothing, (0.00, 3.06, 0.00)
19399, Nothing, (0.00, 3.06, 0.00)
19421, Nothing, (0.00, 3.06, 0.00)
19439, Nothing, (0.00, 3.06, 0.00)
19461, Nothing, (0.00, 3.06, 0.00)
19480, Nothing, (0.00, 3.06, 0.00)
19503, Nothing, (0.00, 3.06, 0.00)
19521, Nothing, (0.00, 3.06, 0.00)
19539, Nothing, (0.00, 3.06, 0.00)
19562, Nothing, (0.00, 3.06, 0.00)
19580, Nothing, (0.00, 3.06, 0.00)
19602, Nothing, (0.00, 3.06, 0.00)
19618, Nothing, (0.00, 3.06, 0.00)
19643, Nothing, (0.00, 3.06, 0.00)
19660, Nothing, (0.00, 3.06, 0.00)
19679, Nothing, (0.00, 3.06, 0.00)
19703, Nothing, (0.00, 3.06, 0.00)
19722, Nothing, (0.00, 3.06, 0.00)
19741, Nothing, (0.00, 3.06, 0.00)
19762, Nothing, (0.00, 3.06, 0.00)
19782, Nothing, (0.00, 3.06, 0.00)
19805, Nothing, (0.00, 3.06, 0.00)
19824, Nothing, (0.00, 3.06, 0.00)
19843, Nothing, (0.00, 3.06, 0.00)
19865, Nothing, (0.00, 3.06, 0.00)
19884, Nothing, (0.00, 3.06, 0.00)
19902, Nothing, (0.00, 3.06, 0.00)
19924, Nothing, (0.00, 3.06, 0.00)
19945, Nothing, (0.00, 3.06, 0.00)
19963, Nothing, (0.00, 3.06, 0.00)
19980, Nothing, (0.00, 3.06, 0.00)
20003, Nothing, (0.00, 3.06, 0.00)
20021, Nothing, (0.00, 3.06, 0.00)
